url,type,name,address,rating,number_reviews,last_reviewed,lat,lng
us/new-listing-updated-retreat-pool-hot-tub-beach-condo,Apartment,"New Listing! Updated Retreat: Pool, Hot Tub, Beach Condo","Galveston, 77551, USA",-1.0,-1,,29.26216,-94.83562
us/el-paso-2027-airway-boulevard,Hotel,Wyndham El Paso Airport and Water Park,"2027 Airway Boulevard, El Paso, TX 79925, USA",7.7,340,29 July 2019,31.79710066,-106.39660805
us/killeen-fort-hood-300-east-central-texas-expressway,Hotel,Holiday Inn Killeen Fort Hood,"300 East Central Texas Expressway, Killeen, TX 76541, USA",7.8,63,1 July 2019,31.09812743,-97.74021015
us/wingate-by-wyndham-dfw-north,Hotel,Wingate by Wyndham - DFW North,"8220 Esters Boulevard, Irving, TX 75063, USA",7.5,124,23 July 2019,32.91906341,-97.00761169
us/budget-host-inn-of-arlington,Motel,Executive Inn of Arlington,"314 North Collins Street, Arlington, TX 76011, USA",7.3,195,1 July 2019,32.74107772,-97.097978
us/college-station-2514-texas-avenue,Hotel,Days Inn by Wyndham Bryan College Station,"2514 Texas Avenue South, College Station, TX 77840, USA",6.1,294,30 July 2019,30.60595315,-96.30800843
us/planet-rock,Holiday home,Planet Rock,"5401 Hudson Bend Rd, Hudson Bend, 78701, USA",-1.0,-1,,30.4196798,-97.9295162
us/holiday-inn-express-suites-houston-intercontinental-airport,Hotel,Holiday Inn Express and Suites Houston North - IAH Area,"35 Aldine Bender Road, Houston, TX 77060, USA",9.0,74,17 June 2019,29.931754,-95.409696
us/hawthorn-suites-dallas-love-field,Hotel,Hawthorn Suites Dallas Love Field,"7900 Brookriver Drive, Dallas, TX 75247, USA",7.0,546,29 July 2019,32.81904713,-96.86475456
us/holiday-inn-express-suites-san-antonio-airport-north,Hotel,Holiday Inn Express Hotel & Suites San Antonio-Airport North,"16315 San Pedro Avenue (281 North), San Antonio, TX 78232, USA",8.6,94,20 July 2019,29.591631,-98.474943
us/towneplace-suites-laredo,Hotel,TownePlace Suites by Marriott Laredo,"6519 Arena Boulevard, Laredo, TX 78041, USA",9.0,125,29 April 2019,27.559152,-99.450833
us/la-copa,Hotel,La Copa Hotel,"2000 South 10th Street, McAllen, TX 78503, USA",8.4,209,29 July 2019,26.18603157,-98.23321894
us/icon-houston-texas,Hotel,"Hotel ICON, Autograph Collection","220 Main Street, Downtown Houston, Houston, TX 77002, USA",8.8,188,24 July 2019,29.76243784,-95.36067098
us/padre-island-beach-club-condo,Apartment,Padre Island Beach Club Condo,"Corpus Christi, TX 78418, USA",9.5,-1,31 July 2017,27.600353,-97.216424
us/142-walk-to-galleria-near-river-oaks-kirby-china-town-hillcroft-mkt,Apartment,(142) Walk to Galleria/Near River Oaks/Uptown/Kirby/China Town/Harwin Mkt,"3343 McCue Road, Houston, TX 77056, USA",-1.0,-1,15 January 2018,29.729627,-95.463343
us/super-8-abilene-south-79310,Hotel,Super 8 by Wyndham Abilene South,"4397 Sayles Boulevard, Abilene, TX 79605, USA",8.0,121,19 July 2019,32.39744912,-99.75070149
us/midtown-4008,Holiday home,Midtown 4008,"Houston, 77006, USA",-1.0,-1,,29.7451618,-95.3760318
us/el-constante-224,Apartment,El Constante 224,"14802 Windward Dr #224, Corpus Christi, 78418, USA",-1.0,-1,,27.60999,-97.206939
us/best-western-plus-christopher-inn-and-suites-terrell2,Hotel,BEST WESTERN PLUS Christopher Inn and Suites,"752 Pinson Road, Forney, TX 75126, USA",9.1,114,21 July 2019,32.756609,-96.466277
us/river-rose-home,Holiday home,River Rose Home,"Canyon Lake, 78133, USA",-1.0,-1,,29.870422,-98.190308
us/1106-w-6th-condo-condo,Apartment,1106 W 6th Condo,"Austin, 78703, USA",-1.0,-1,,30.272459,-97.75543
us/you-have-entire-home-2-bedrooms-fully-furnished,Apartment,YOU HAVE ENTIRE HOME - 2 BEDROOMS FULLY FURNISHED,"6289 Wilcrest Drive 2200, Houston, TX 77072, USA",7.9,6,12 July 2019,29.7124908,-95.5709184
us/apartment-at-nemo-cay-resort,Holiday home,Apartment at Nemo Cay Resort,"Corpus Christi, TX 78418, USA",-1.0,-1,16 March 2019,27.605569,-97.224137
us/hilton-garden-inn-dallas-arlington,Hotel,Hilton Garden Inn Dallas Arlington,"2190 East Lamar Boulevard, Arlington, TX 76006, USA",8.6,81,17 July 2019,32.7608838,-97.07161725
us/hotel-nw-freeway-houston,Hotel,OYO Townhouse Houston Brookhollow,"12439 NW Freeway, Houston, TX 77092, USA",7.8,88,30 July 2019,29.83573262,-95.48727602
us/dallas-fort-worth-airport-marriott,Hotel,Dallas Fort Worth Airport Marriott,"8440 Freeport Parkway , Irving, TX 75063, USA",8.7,161,13 July 2019,32.92220967,-97.01874554
us/home2-suites-by-hilton-houston-katy,Hotel,Home2 Suites by Hilton Houston/Katy,"20985 Katy Freeway, Katy, TX 77450, USA",9.2,57,20 July 2019,29.78436716,-95.73492765
us/2br-south-congress-apt-2136-pool-by-wanderjaunt,Apartment,2BR South Congress Apt #2136 | Pool by WanderJaunt,"Austin, 78745, USA",-1.0,-1,,30.2097,-97.7734
us/scottish-inns-amp-suites-highlands,Motel,Scottish Inns & Suites - Crosby,"3201 Beaumont Highway, Crosby, TX 77532, USA",8.0,88,5 July 2019,29.8984544,-95.0558893
us/austin-social-getaway,Apartment,University District Flat + Amenitized Building,"Austin, 78705, USA",-1.0,-1,15 February 2019,30.283213,-97.741753
us/redawning-emerald-707,Apartment,Emerald 707,"Galveston, TX 77550, USA",-1.0,-1,,29.306884,-94.772554
us/beautiful-condo-on-the-comal-river-sure-to-please-inverness-102,Holiday home,Beautiful Condo on the Comal River - Sure to Please! - Inverness 102,"401 W. Lincoln Street , New Braunfels, 78130, USA",-1.0,-1,,29.703003,-98.118027
us/odessa-marriott-conference-center,Hotel,Odessa Marriott Hotel & Conference Center,"305 East 5th Street, Odessa, 79761, USA",-1.0,-1,,31.849456,-102.367906
us/eastside-modern-marvel,Holiday home,Eastside Modern Marvel,"Austin, 98702, USA",-1.0,-1,,30.271977,-97.716785
us/towneplace-suites-by-marriott-austin-north-tech-ridge,Hotel,TownePlace Suites by Marriott Austin North/Tech Ridge,"12427 Tech Ridge Boulevard, Austin, TX 78753, USA",9.0,54,21 July 2019,30.398525,-97.667021
us/quality-inn-suites-downtown-north-austin,Hotel,Quality Inn & Suites Downtown North,"7928 Gessner Drive, Austin, TX 78753, USA",6.7,232,29 July 2019,30.34371106,-97.70296633
us/village-by-the-beach-b922k,Villa,Village by the Beach B922K,"14922 Village Beach Drive, Corpus Christi, 78418, USA",-1.0,-1,,27.609049,-97.209729
us/hotel-miller-ranch-road-pearland,Hotel,Comfort Suites Pearland,"2806 Miller Ranch Road, Pearland, TX 77584, USA",8.4,110,15 July 2019,29.55880381,-95.3736797
us/austin-villa-spectacular,Apartment,Chardonnay Haus on Lake Travis,"Lago Vista, TX 78645, USA",-1.0,-1,14 March 2019,30.425852,-97.965249
us/americas-best-value-inn-haltom-city,Motel,Americas Best Value Inn Haltom City Fort Worth,"5500 Northeast Loop 820, Haltom City, TX 76117, USA",5.9,121,23 July 2019,32.83841894,-97.26808637
us/valley-bend-nrg-medcenter-mmpark-galleria-md-anderson-vb,Holiday home,"Valley Bend · NRG,MedCenter,MMPark,Galleria ,Md Anderson VB","2422 Valley Bend Drive, Missouri City, TX 77489, USA",-1.0,-1,,29.5834238,-95.5388081
us/embassy-suites-houston-near-the-galleria,Hotel,Embassy Suites Houston - Near the Galleria,"2911 Sage Road, Houston, TX 77056, USA",8.5,245,29 July 2019,29.73627949,-95.46672285
us/renaissance-houston-greenway-plaza,Hotel,DoubleTree by Hilton Hotel Houston Greenway Plaza,"6 East Greenway Plaza , Houston, TX 77046, USA",8.3,404,30 July 2019,29.73082247,-95.43292701
us/san-antonio-the-rim,Hotel,Hilton Garden Inn San Antonio/Rim Pass Drive,"5730 Rim Pass   , San Antonio, TX 78257, USA",8.8,144,17 June 2019,29.602792,-98.597781
us/the-art-abbey,Bed and breakfast,The Art Abbey,"10231 South Gessner Road, Houston, TX 77071, USA",9.2,47,14 July 2019,29.6681938,-95.5272976
us/riverside-terrace-gem,Holiday home,Riverside Terrace Gem,"2413 Wichita Street, Houston, TX 77004, USA",-1.0,-1,,29.721993,-95.3740526
us/super-8-downtown-university-austin-texas,Motel,Super 8 by Wyndham Austin University/Downtown Area,"5526 North Interstate 35, Austin, TX 78751, USA",6.8,1232,30 July 2019,30.31553389,-97.70884573
us/touch-of-class,Holiday home,Touch of Class,"Galveston, 77550, USA",-1.0,-1,21 July 2019,29.290786,-94.791674
us/skyline-escape,Holiday home,Skyline Escape,"Fourth Crossing, 78133, USA",-1.0,-1,,29.849725,-98.180232
us/fairfield-inn-and-suites-by-marriott-mcallen,Hotel,Fairfield Inn and Suites by Marriott McAllen,"2117 South 10th Street, McAllen, TX 78503, USA",8.9,143,4 July 2019,26.18252704,-98.2331264
us/calypso-cottage-room,Apartment,Calypso Cottage,"Galveston, 77554, USA",-1.0,-1,,29.102463,-95.098272
us/gulf-breeze-retreat,Holiday home,Gulf Breeze Retreat,"Seawall Boulevard 6300, Galveston, 77551, USA",-1.0,-1,,29.2656167,-94.8296253
us/fairfield-inn-by-marriott-dallas-park-central,Hotel,Fairfield Inn & Suites Dallas Park Central,"9230 LBJ Freeway, Dallas, TX 75243, USA",8.5,317,24 July 2019,32.91542933,-96.74243778
us/the-white-house-by-pleasure-pier,Holiday home,The White House by Pleasure Pier,"Galveston, 77550, USA",-1.0,-1,24 June 2019,29.291003,-94.791506
us/yellow-house-b-amp-b,Bed and breakfast,Yellow House B&B,"2290 FM 2268, Salado, TX 76571, USA",-1.0,-1,2 June 2019,30.9225,-97.49971
us/stay-alfred-on-san-jacinto-street,Aparthotel,Stay Alfred on San Jacinto Street,"1825 San Jacinto Street, Downtown Houston, Houston, TX 77002, USA",8.9,105,28 July 2019,29.7492719,-95.3680177
us/new-listing-nemo-cay-retreat-patio-pool-condo,Apartment,New Listing! Nemo Cay Retreat - Patio & Pool Condo,"Corpus Christi, 78418, USA",-1.0,-1,,27.605889,-97.223079
us/odessa-5321-jbs-parkway,Hotel,Holiday Inn Express Hotel and Suites - Odessa,"5321 John Ben Shepperd Parkway, Odessa, TX 79762, USA",9.1,109,29 July 2019,31.90569401,-102.33958036
us/eilan-resort,Hotel,"Eilan Hotel and Spa, Ascend Resort Collection","18603 La Cantera Terrace , San Antonio, 78256, USA",9.0,93,21 July 2019,29.610259,-98.60776
us/breezy-by-the-beach,Holiday home,Breezy by the Beach,"Corpus Christi, 78402, USA",-1.0,-1,,27.828302,-97.383921
us/hilton-dallas-southlake-town-square,Hotel,Hilton Dallas Southlake Town Square,"1400 Plaza Place, Southlake, TX 76092, USA",9.1,93,28 July 2019,32.94573802,-97.13037506
us/hotel-nasa-rd-one-houston,Hotel,Extended Stay America - Houston - NASA - Johnson Space Center,"1410 Nasa Rd 1, Nassau Bay, 77058, USA",7.8,440,30 July 2019,29.54791083,-95.09705007
us/2611-avenue-q-home-home,Holiday home,2611 Avenue Q Home,"Galveston, 77550, USA",-1.0,-1,13 March 2019,29.28912,-94.792561
us/sun-suites-of-dallas-garland,Motel,Intown Suites Extended Stay Dallas/Garland,"10477 Metric Drive, Garland, TX 75243, USA",5.5,7,24 June 2019,32.90772613,-96.70307368
us/stylish-1br-in-north-austin-331-by-wanderjaunt,Apartment,Stylish 1BR in North Austin #331 by WanderJaunt,"Austin, 78756, USA",-1.0,-1,,30.33,-97.7393
us/hilton-dallas-rockwall,Resort,Hilton Dallas/Rockwall Lakefront hotel,"2055 Summer Lee Drive, Rockwall, TX 75032, USA",9.1,192,29 July 2019,32.88827598,-96.48074538
us/hampton-inn-suites-alliance-ft-worth,Hotel,Hampton Inn & Suites North Fort Worth-Alliance Airport,"13600 North Freeway, Roanoke, TX 76177, USA",8.3,68,7 July 2019,32.97451479,-97.30720706
us/bel-air-houston,Hotel,Hotel Bel Air,"13800 Bellaire Boulevard, Houston, TX 77083, USA",-1.0,-1,27 May 2019,29.704397,-95.628008
us/luxurious-executive-family-condo,Apartment,LUXURIOUS EXECUTIVE & FAMILY CONDO - ⭐⭐⭐⭐⭐,"2001 Westheimer Road, Houston, 77098, USA",10.0,-1,30 July 2019,29.741884,-95.40876
us/1212-baylor-street-home-home,Holiday home,1212 Baylor Street Home,"Austin, 78703, USA",-1.0,-1,,30.278254,-97.752195
us/2113-barbaro-way-cabin-unit-14-cabin,Holiday home,2113 Barbaro Way Cabin Unit 14,"Edgewater Beach, 78669, USA",-1.0,-1,,30.408189,-97.99469
us/country-inn-suites-by-carlson-houston-intercontinental-ap-south,Hotel,"Country Inn & Suites By Radisson, Houston IAH Airport-JFK Boulevard","15555B JFK Boulevard, Houston, TX 77032, USA",7.5,312,23 July 2019,29.94312604,-95.33184528
us/boutique-studio-1805,Holiday home,Boutique Studio 1805,"Austin, TX 78704, USA",-1.0,-1,30 April 2019,30.249869,-97.765232
us/granduca,Hotel,Hotel Granduca Houston,"1080 Uptown Park, Houston, TX 77056, USA",9.0,197,28 July 2019,29.75758207,-95.45805797
us/holiday-inn-express-suites-dallas-lewisville,Hotel,Holiday Inn Express Hotel & Suites Dallas Lewisville,"780 East Vista Ridge Mall Drive, Lewisville, TX 75067, USA",9.3,29,25 July 2019,32.99972445,-96.96549833
us/towneplace-suites-houston-brookhollow,Hotel,TownePlace Suites Houston Brookhollow,"12820 Northwest Freeway, Houston, TX 77040, USA",9.2,44,28 July 2019,29.84494798,-95.49488872
us/pure-texan-comfort-dfw-airport-euless-47-grapevine-euless1,Holiday home,Pure Texan Comfort - DFW Airport Euless/Grapevine,"614 Aransas Drive, Euless, TX 76039, USA",-1.0,-1,,32.845241,-97.0901967
us/americas-best-inn-and-suites-near-six-flags-over-texas,Motel,Nite Star Inn and Suites,"1175 North Watson Road, Arlington, TX 76011, USA",6.6,312,14 July 2019,32.7651174,-97.06391931
us/mission-oak,Holiday home,Mission Oak,"San Antonio, TX 78223, USA",-1.0,-1,,29.34213268,-98.41696359
us/travelodge-san-angelo,Hotel,Red Roof Inn & Suites San Angelo,"4205 South Bryant Boulevard, San Angelo, TX 76903, USA",5.5,51,25 July 2019,31.41665213,-100.44030216
us/four-seasons-on-the-gulf,Villa,Four Seasons on the Gulf,"4000 Seawall Boulevard, Galveston, TX 77550, USA",8.9,257,16 July 2019,29.2786484,-94.80593802
us/lovely-montrose-suites-by-sonder,Aparthotel,Sonder - Stanford,"Houston, TX 77006, USA",7.0,-1,26 May 2019,29.74866,-95.389062
us/urbanlights-at-legacy-west,Apartments,Urbanlights at Legacy West,"Water Street, Plano, TX 75024, USA",8.4,31,24 July 2019,33.081001,-96.827276
us/country-inn-suites-by-carlson-new-braunfels-tx,Hotel,"Country Inn & Suites by Radisson, New Braunfels, TX","1483 I-35 North, New Braunfels, TX 78130, USA",8.8,301,30 July 2019,29.706741,-98.09102
us/candlewood-suites-dallas-park-central,Hotel,Candlewood Suites Dallas Park Central,"12525 Greenville Avenue, Dallas, TX 75243, USA",8.6,87,25 July 2019,32.91860184,-96.74262822
us/woodspring-suites-lubbock-south,Hotel,WoodSpring Suites Lubbock South,"1410 South Loop 289, Lubbock, TX 79412-4107, USA",6.5,33,18 June 2019,33.529988,-101.85036
us/tru-by-hilton-lubbock-southwest,Hotel,Tru By Hilton Lubbock Southwest,"6407 62nd Street   , Lubbock, TX 79424, USA",9.1,9,21 July 2019,33.53736249,-101.95648058
us/blues-away-escape,Holiday home,Blues Away Escape,"Galveston, 77550, USA",10.0,-1,15 May 2018,29.286788,-94.796803
us/houston-cityplace-marriott-at-springwoods-village,Hotel,Houston CityPlace Marriott at Springwoods Village,"1200 Lake Plaza Drive, Spring, 77389, USA",9.2,23,22 July 2019,30.103489,-95.437711
us/towneplace-suites-dallas-plano,Hotel,TownePlace Suites Dallas Plano,"5005 Whitestone Lane, Plano, TX 75024, USA",8.0,39,4 March 2019,33.06000385,-96.79846913
us/luxe-2br-apt-with-sun-deck-5140-by-wanderjaunt,Apartment,Luxe 2BR Apt with Sun Deck #5140 by WanderJaunt,"Austin, 78703, USA",-1.0,-1,,30.2733,-97.7603
us/element-dallas-love-field,Hotel,Element Dallas Love Field,"2333 West Mockingbird Ln., Dallas, 75235, USA",9.1,165,18 July 2019,32.826005,-96.847712
us/residence-inn-by-marriott-dallas-by-the-galleria,Hotel,Residence Inn By Marriott Dallas By The Galleria,"5460 James Temple Dr, Dallas, 75240, USA",9.3,168,28 July 2019,32.928742,-96.81705
us/days-inn-la-porte,Hotel,Americas Best Value Inn & Suites La Porte/Houston,"705 HWY 146 South, La Porte, 77571, USA",6.9,51,27 July 2019,29.65720644,-95.02883345
us/quality-inn-north-san-antonio,Hotel,SureStay Plus Hotel by Best Western San Antonio North,"10815 I-35 Frontage Rd, San Antonio, 78233-6632, USA",6.6,161,30 July 2019,29.537893,-98.384373
us/resort-attractions,Apartments,Resort Attractions,"7041 Kingston Cove Lane Unit #153, Willis, TX 77318, USA",8.8,11,22 July 2019,30.40115,-95.569411
us/candlewood-suites-houston-iah-beltway-8,Hotel,Extended Stay America - Houston - IAH Airport,"1500 North Sam Houston Parkway East, Houston, TX 77032, USA",7.7,50,21 July 2019,29.938369,-95.364089
us/beachside-haven-galveston,Holiday home,Beachside Haven,"Galveston, TX 77554, USA",-1.0,-1,,29.23058,-94.894
us/residence-inn-austin-north-parmer-lane,Hotel,Residence Inn Austin North Parmer Lane,"12401 North Lamar Boulevard, Austin, TX 78753, USA",8.8,10,2 June 2018,30.40644771,-97.6772131
us/days-inn-seaworld,Hotel,Days Inn by Wyndham San Antonio Northwest/Seaworld,"6010 North West Loop 410, San Antonio, TX 78238, USA",7.4,638,30 July 2019,29.47466455,-98.61010283
us/san-luis-getaway,Apartments,San Luis Resort Condos,"Galveston, 77551, USA",8.0,17,21 July 2019,29.272536,-94.818292
us/royal-inn-port-arthur1,Hotel,Royal Inn,"3015 Texas 73, Port Arthur, TX 77640, USA",-1.0,-1,1 June 2019,29.889201,-94.040987
us/fairfield-inn-arlington-near-six-flags,Hotel,Fairfield Inn Arlington Near Six Flags,"2500 East Lamar Boulevard, Arlington, TX 76006, USA",8.4,75,24 July 2019,32.76102251,-97.06668466
us/oasis-motel-arlington,Motel,Oasis Motel,"818 West Division Street, Arlington, TX 76012, USA",6.0,23,20 July 2019,32.7390952,-97.116101
us/studio-6-corpus-christi,Hotel,Studio 6 Corpus Christi,"6301 Ih 37, Corpus Christi, 78409, USA",6.3,76,29 July 2019,27.804264,-97.485174
us/mustang-inn-and-suites,Motel,Mustang Inn and Suites,"3538 Southwest Military Road, San Antonio, TX 78211, USA",5.9,21,9 March 2019,29.35790283,-98.55838448
us/paradise-on-the-water-cpv212k,Apartment,Paradise on the Water CPV212K,"14300 Aloha St. #212, Corpus Christi, 78418, USA",-1.0,-1,,27.628677,-97.230136
us/dunlyn-acres-apartments,Apartment,Dunlyn acres apartments,"2201 s. Jackson rd #27-L, McAllen, TX 78577, USA",-1.0,-1,31 March 2019,26.17296695,-98.20654216
us/el-paso-949-sunland-park-drive,Hotel,Quality Suites University,"949 Sunland Park Drive, El Paso, TX 79922, USA",8.2,116,17 July 2019,31.81579832,-106.5516597
us/canopy-by-hilton-dallas-uptown,Hotel,Canopy By Hilton Dallas Uptown,"2950 Cityplace West Blvd, Uptown Dallas, Dallas, TX 75204, USA",9.2,52,11 July 2019,32.807553,-96.796345
us/midtown-2002,Apartment,Midtown 2002,"Houston, 77006, USA",9.9,6,8 November 2018,29.7451612,-95.3760312
us/therapy,Holiday home,Therapy,"Galveston, 77554, USA",9.1,-1,16 August 2018,29.146862,-95.044562
us/bahama-breeze-home,Holiday home,Bahama Breeze Home,"Galveston, 77554, USA",-1.0,-1,,29.14445,-95.05204
us/6107-hudson-bend-rd-home-home,Holiday home,6107 Hudson Bend Rd Home,"Hudson Bend, 78734, USA",10.0,-1,23 June 2019,30.425355,-97.92638
us/stay-above-it-all-views-balcony-shopping-1br,Apartment,Stay Above It All @ Views + Balcony + Shopping 1BR,"Uptown Dallas, Dallas, 75204, USA",-1.0,-1,,32.8096,-96.7963
us/top-floor-great-ocean-sunset-views,Holiday home,"Top Floor, Great Ocean & Sunset Views!","Galveston, 77551, USA",10.0,-1,30 July 2019,29.266918,-94.827446
us/oceanside-at-palisade-palms,Holiday homes,Palisade Palms Beachfront,"Galveston, 77550, USA",8.7,-1,28 July 2019,29.315838,-94.754671
us/museum-district-2004,Apartment,Museum District 2004,"Houston, 77004, USA",9.5,6,6 July 2019,29.7263293,-95.3854443
us/residence-inn-dallas-central-expressway,Hotel,Residence Inn by Marriott Dallas Central Expressway,"10333 North Central Expressway, Dallas, TX 75231, USA",8.9,9,23 May 2019,32.8870507,-96.77171543
us/candlewood-suites-tyler,Hotel,Candlewood Suites Tyler,"315 East Rieck Road, Tyler, TX 75703, USA",7.9,20,1 June 2019,32.28910439,-95.30013463
us/serenity-by-the-sea-on-the-seawall-in-galveston-pet-friendly,Holiday home,"Serenity by the sea, on the seawall in Galveston. Pet friendly!","9520 Seawall Blvd 109, Galveston, TX 77554, USA",10.0,-1,14 June 2019,29.248546,-94.859654
us/luxury-apartments-at-1001-ross,Apartment,Downtown Dallas Luxury APT Walking Distance to Everything,"1001 Ross Avenue, Dallas, TX 75202, USA",10.0,-1,22 June 2019,32.782624,-96.8047068
us/home2-suites-by-hilton-houston-pasadena,Hotel,Home2 Suites by Hilton Houston Pasadena,"5150 East Sam Houston Parkway South, Pasadena, TX 77504, USA",9.1,135,29 July 2019,29.632711,-95.170347
us/courtyard-by-marriott-houston-nw-i-290,Hotel,Courtyard Houston NW/290 Corridor,"6708 Gessner Road, Houston, TX 77040, USA",9.2,86,25 July 2019,29.8646746,-95.54147869
us/americas-best-value-inn-kilgore,Hotel,Americas Best Value Inn Kilgore,"3298 US Highway 259 North, Kilgore, TX 75662, USA",8.3,142,27 July 2019,32.41296797,-94.84747857
us/towneplace-suites-by-marriott-galveston-island-gulf-front,Hotel,TownePlace Suites by Marriott Galveston Island,"9540 Seawall Boulevard , Galveston, TX 77554, USA",8.5,178,24 July 2019,29.24791815,-94.85925078
us/coastal-cottage-5-across-street-from-beach,Apartment,"Coastal Cottage 5, Across Street from Beach","1102 8th Street, Galveston, 77550, USA",-1.0,-1,20 July 2019,29.303431,-94.774246
us/historic-harthan-downtown-austin-austin,Apartment,Historic Harthan - Downtown Austin,"605A Harthan Street, Austin, TX 78703, USA",-1.0,-1,,30.27350965,-97.7574457
us/beachside-get-away-with-two-pools,Holiday home,Beachside Get-Away with Two Pools,"Seawall Boulevard 6300, Galveston, 77551, USA",6.6,-1,27 June 2019,29.2656167,-94.8296253
us/college-station-2327-texas-avenue-south,Hotel,Motel 6 College Station - Bryan,"2327 Texas Avenue South, College Station, TX 77840, USA",7.3,193,30 July 2019,30.609498,-96.310563
us/comfort-inn-austin-austin-texas,Hotel,Comfort Inn & Suites,"700 Delmar Avenue, Austin, TX 78752, USA",7.7,255,28 July 2019,30.33680469,-97.70281881
us/americas-best-value-inn-conroe-shenandoah,Hotel,OYO Townhouse Shenandoah,"19565 Interstate 45, The Woodlands, TX 77385, USA",7.8,58,30 July 2019,30.1714495,-95.4506135
us/2225-galveston-3-home-townhouse,Apartment,2225 Galveston 3 Duplex,"Galveston, 77550, USA",10.0,-1,21 March 2018,29.287226,-94.794109
us/woodspring-suites-signature-houston-northwest,Hotel,WoodSpring Suites Houston Northwest,"5350 W. Sam Houston Pkwy North, Houston, TX 77041, USA",8.5,60,26 July 2019,29.8430208,-95.5634096
us/all-decked-out-home-galveston,Holiday home,All Decked Out Home,"Galveston, 77554, USA",9.1,-1,4 October 2018,29.208167,-94.930207
us/la-casa-rio,Holiday home,La Casa Rio,"Wimberley, 78676, USA",-1.0,-1,,29.988664,-98.050726
us/avenue-o-1-2-duplex-158380-duplex,Apartment,Avenue O 1/2 Duplex #158380 Duplex,"Galveston, 77550, USA",-1.0,-1,,29.28457,-94.821456
us/homewood-suites-by-hilton-r-houston-near-the-galleria,Hotel,Homewood Suites by Hilton Houston Near the Galleria,"2950 Sage Road, Houston, TX 77056, USA",8.7,494,28 July 2019,29.73711094,-95.46707958
us/romantic-inn-amp-suites,Hotel,Romantic Inn & Suites,"8504 South Central Expressway, Dallas, TX 75241, USA",6.4,389,28 July 2019,32.70178171,-96.74593385
us/candlewood-suites-dallas-las-colinas,Hotel,Candlewood Suites Dallas-Las Colinas,"5300 Green Park Drive, Irving, TX 75038, USA",8.8,50,28 July 2019,32.88316416,-96.9531548
us/el-constante-117,Apartment,El Constante 117,"14802 Windward #117, Corpus Christi, 78418, USA",-1.0,-1,,27.610014,-97.206824
us/village-by-the-beach-b921k,Villa,Village by the Beach B921K,"14921 Village Beach Dr., Corpus Christi, 78418, USA",-1.0,-1,,27.609049,-97.209729
us/toes-in-the-sand-galveston1,Holiday home,Toes in the Sand,"Galveston, 77554, USA",-1.0,-1,,29.0998,-95.1007
us/sun-suites-of-corpus,Motel,InTown Suites Extended Stay Corpus Christi,"5142 Oakhurst Drive, Corpus Christi, TX 78411, USA",6.0,161,30 July 2019,27.71775194,-97.39483647
us/maravilla-m316-condo,Apartment,Maravilla M316 Condo,"Galveston, 77554, USA",-1.0,-1,8 July 2019,29.248602,-94.859543
us/2205-thornton-rd-home-unit-a-home,Holiday home,2205 Thornton Rd Home Unit A,"Austin, 78704, USA",-1.0,-1,,30.24557,-97.770937
us/hilton-garden-inn-houston-galleria-area,Hotel,Hilton Garden Inn Houston/Galleria Area,"3201 Sage Road, Houston, TX 77056, USA",8.5,192,28 July 2019,29.73422528,-95.46602279
us/the-island-on-lake-travis-3107-2-bed-2-bath-apartment-in-lago-vista,Holiday home,The Island on Lake Travis #3107 - 2 Bed 2 Bath Apartment in Lago Vista,"Lago Vista, 78645, USA",-1.0,-1,22 July 2019,30.440318,-98.02027
us/housky1604-houston,Apartment,Downtown Housky One-Bedroom 1604,"Downtown Houston, Houston, TX 77002, USA",-1.0,-1,,29.752173,-95.368531
us/franklin-mansion-huge-home-near-stadiums-w-pool-hot-tub-estate,Apartment,Franklin Mansion - Huge Home Near Stadiums W/Pool & Hot Tub Estate,"Arlington, 76011, USA",-1.0,-1,,32.7706,-97.1094
us/holiday-inn-express-suites-kilgore-north,Hotel,Holiday Inn Express Hotel & Suites Kilgore North,"3308 US Highway 259 North, Kilgore, TX 75662, USA",9.3,21,13 July 2019,32.4129091,-94.84772265
us/38th-street-retreat-downstairs-level,Holiday home,38th Street Retreat - Downstairs Level,"Galveston, 77550, USA",9.2,7,3 June 2019,29.282667,-94.804297
us/days-inn-suites-katy,Hotel,Days Inn & Suites by Wyndham Katy,"20414 Julie Marie Lane, Katy, 77449, USA",8.5,90,30 July 2019,29.786969,-95.736344
us/fairfield-inn-and-suites-houston-hobby-airport,Hotel,Fairfield Inn & Suites Houston Hobby Airport,"8730 Gulf Freeway, Houston, TX 77017, USA",8.6,248,17 July 2019,29.66371627,-95.25950342
us/seascape-2105,Holiday home,Seascape 2105,"10811 Termini San Luis Pass Rd, Galveston, 77550, USA",-1.0,-1,,29.24222,-94.8715578
us/hampton-inn-suites-houston-i-10-west-park-row-tx,Hotel,"Hampton Inn & Suites Houston I-10 West Park Row, Tx","18014 Park Row Drive   , Energy Corridor, Katy, TX 77084, USA",9.0,154,29 July 2019,29.789911,-95.690399
us/hilton-san-antonio-airport,Hotel,Hilton San Antonio Airport,"611 Northwest Loop 410, San Antonio, TX 78216, USA",8.1,387,28 July 2019,29.52140633,-98.50240141
us/alluring-austin-house,Holiday home,1504 Inglewood Street Home,"Austin, 78741, USA",-1.0,-1,,30.245744,-97.73297
