url,type,name,address,rating,number_reviews,last_reviewed,lat,lng
us/riverfront-getaway,Holiday home,River Front Float Away,"6804 River Road, New Braunfels, TX 78132, USA",-1.0,-1,,29.780488,-98.159826
us/courtyard-by-marriott-san-antonio-seaworld-r-westover-hill,Hotel,Courtyard by Marriott San Antonio SeaWorld®/Westover Hills,"11605 State Highway 151, San Antonio, TX 78251, USA",8.5,116,30 July 2019,29.47355072,-98.69641095
us/wolfforth-7921-presidents-avenue,Hotel,Holiday Inn Express & Suites Lubbock Southwest – Wolfforth,"7921 Presidents Avenue, Lubbock, TX 79382, USA",8.9,92,5 July 2019,33.51930873,-101.99293435
us/luxurious-condos-market-street-the-woodlands-tx,Apartments,Luxurious Condos Market Street The Woodlands TX,"1950 Hughes Landing Boulevard, The Woodlands, TX 77380, USA",8.6,28,14 July 2019,30.1700881,-95.4717219
us/homewood-suites-by-hilton-hou-intercontinental-arpt,Hotel,Homewood Suites By Hilton HOU Intercontinental Airport,"1340 North Sam Houston Parkway East, Houston, TX 77032, USA",9.4,27,30 June 2019,29.93802198,-95.3645508
us/el-constante-118,Apartment,El Constante 118,"14802 Windward #118, Corpus Christi, 78418, USA",-1.0,-1,,27.610004,-97.206886
us/lake-house-lake-travis,Holiday home,Lake House - Lake Travis,"Point Venture, TX 78734, USA",-1.0,-1,,30.373584,-97.98813
us/inn-and-suites-mckinney,Hotel,Hampton Inn and Suites by Hilton McKinney,"2008 North Central Expressway, McKinney, TX 75069, USA",9.1,90,22 July 2019,33.21749791,-96.63466493
us/suburban-extended-stay-port-arthur,Hotel,Suburban Extended Stay Hotel,"6900 Memorial Boulevard, Port Arthur, TX 77642, USA",8.4,14,28 April 2019,29.93427745,-93.97664309
us/lake-conroe-rv-camping-resort-1-willis1,Holiday park,Lake Conroe One-Bedroom Cabin 3,"11720 Thousand Trails Road, Willis, TX 77318, USA",-1.0,-1,,30.3943962,-95.5280862
us/cabins-on-the-square-entire-property,Holiday home,Cabins on the Square-Entire Property,"Wimberley, 78676, USA",-1.0,-1,7 July 2019,29.995631,-98.097819
us/1-bedroom-downtown-condo-by-staylo,Apartment,AustinStays 1 Bedroom Condo,"201 East 4th Street, Austin, TX 78701, USA",-1.0,-1,,30.265608,-97.741946
us/americas-best-value-inn-san-angelo,Motel,Americas Best Value Inn San Angelo,"1601 South Bryant Boulevard, San Angelo, TX 76903, USA",6.0,78,3 July 2019,31.4445593,-100.4424573
us/resort-style-pointe-west-condo-unit-101-condo-galveston,Apartment,Resort-Style Pointe West Condo Unit 101 Condo,"Galveston, 77554, USA",-1.0,-1,,29.095762,-95.108367
us/sanantonio-123-losoya,Hotel,Hyatt Regency San Antonio Riverwalk,"123 Losoya, San Antonio, TX 78205, USA",8.9,1773,30 July 2019,29.42550197,-98.48802879
us/stylish-2br-by-lady-bird-lake-172-by-wanderjaunt,Apartment,Stylish 2BR by Lady Bird Lake #172 by WanderJaunt,"Austin, 78741, USA",-1.0,-1,,30.2405,-97.7197
us/stonehaven-ranch,Holiday home,Stonehaven Ranch,"San Marcos, 78666, USA",-1.0,-1,,29.924704,-97.946098
us/holiday-inn-houston-west-energy-corridor,Hotel,Holiday Inn Houston West Energy Corridor,"1112 Eldridge Parkway, Energy Corridor, Houston, TX 77077, USA",7.5,30,31 May 2019,29.76825169,-95.6236884
us/travel-inn-abilene,Hotel,Travel Inn Abilene,"2202 West Overland Trail, Abilene, TX 79603, USA",-1.0,-1,22 June 2019,32.491509,-99.747699
us/sleek-2br-in-south-congress-177-by-wanderjaunt,Apartment,Sleek 2BR in South Congress #177 by WanderJaunt,"Austin, 78704, USA",-1.0,-1,,30.2268,-97.7615
us/embassy-suites-mcallen,Hotel,Doubletree by Hilton McAllen,"1800 South Second Street, McAllen, TX 78503, USA",9.2,301,30 July 2019,26.18520358,-98.22433949
us/residence-inn-arlington,Hotel,Residence Inn Arlington,"1050 Brookhollow Plaza Drive, Arlington, TX 76006, USA",8.7,35,27 July 2019,32.76364006,-97.06623673
us/towneplace-suites-by-marriott-el-paso-airport,Hotel,TownePlace Suites by Marriott El Paso Airport,"6601 Edgemere Boulevard, El Paso, TX 79925, USA",8.7,13,1 January 2019,31.785115,-106.397181
us/condo-near-smu,Apartment,Condo near SMU,"5836 Birchbrook #127, Dallas, 75206, USA",8.8,5,31 January 2019,32.817026,-96.81469
us/cottage-by-the-pond,Holiday home,Cottage by the Pond,"Austin, 78747, USA",8.6,8,3 April 2019,30.133747,-97.734248
us/quality-inn-suites-el-paso,Motel,Quality Inn & Suites El Paso,"6099 Montana Avenue, El Paso, TX 79925, USA",8.0,438,30 July 2019,31.78622096,-106.41258448
us/innerloop-homestays,Apartment,Innerloop Homestays,"10510 Moorcreek Drive, Houston, TX 77070, USA",-1.0,-1,,29.980719,-95.578404
us/east-austin-home-2009,Holiday home,East Austin Home 2009,"Austin, TX 78702, USA",-1.0,-1,,30.264345,-97.719126
us/americas-best-value-inn-bedford,Motel,Americas Best Value Inn Bedford,"2501 West Airport Freeway, Bedford, TX 76021, USA",6.6,10,11 July 2019,32.8380859,-97.12795585
us/beachside-bliss-cbc224k,Apartment,Beachside Bliss CBC224K,"14721 Whitecap Blvd. #224, Corpus Christi, 78418, USA",-1.0,-1,,27.600711,-97.216549
us/holiday-inn-express-suites-houston-westchase-westheimer,Hotel,Holiday Inn Express & Suites - Houston Westchase - Westheimer,"11303 Westheimer Rd., Westchase, Houston, 77077, USA",9.0,39,29 July 2019,29.7366075,-95.576189
us/indigo-frisco,Hotel,Hotel Indigo - Frisco,"2985 Avenue of the Stars, Frisco, TX 75034, USA",9.0,145,28 July 2019,33.1042727,-96.818658
us/hawthorn-suites-by-wyndham-college-station,Hotel,Hawthorn Suites by Wyndham College Station,"1010 University Drive, College Station, TX 77840, USA",9.0,445,25 July 2019,30.63515188,-96.321854
us/unique-home-cottage,Holiday home,Unique Home Cottage,"Galveston, 77550, USA",-1.0,-1,,29.298,-94.77949
us/towneplace-suites-by-marriott-houston-galleria-area,Hotel,TownePlace Suites by Marriott Houston Galleria Area,"5315 South Rice Avenue, Bellaire, Houston, TX 77081, USA",8.9,74,29 July 2019,29.724343,-95.467977
us/dormigo-red-river-apartment-2,Apartment,Dormigo Red River Apartment 2,"3401 Red River Street 217, Austin, TX 78705, USA",-1.0,-1,4 May 2019,30.2929669,-97.7249846
us/the-lodge-on-walnut-creek,Holiday home,The Lodge on Walnut Creek,"Austin, TX 78758, USA",-1.0,-1,,30.402071,-97.695
us/luxury-1br-in-downtown-austin-1406-by-wanderjaunt-austin,Apartment,Luxury 1BR in Downtown Austin #1406 by WanderJaunt,"Austin, 78701, USA",-1.0,-1,,30.2706,-97.7491
us/casa-blanco,Holiday home,Casa Blanco,"Wimberley, 78676, USA",-1.0,-1,,29.961684,-98.156208
us/americas-best-value-inn-at-t-center,Motel,Americas Best Value Inn San Antonio - AT&T Center/Fort Sam Houston,"3645 North PanAm Expressway, San Antonio, TX 78219, USA",6.7,553,30 July 2019,29.44933066,-98.42592359
us/comfort-suites-humble-houston-at-beltway-8,Hotel,Comfort Suites Humble Houston at Beltway 8,"7502 N Sam Houston Pkwy E, Humble, 77396, USA",9.5,42,24 July 2019,29.939159,-95.271911
us/courtyard-by-marriott-abilene-northeast,Hotel,Courtyard by Marriott Abilene Northeast,"2141 Scottish Drive, Abilene, TX 79601, USA",9.2,55,17 July 2019,32.472176,-99.688998
us/dormigo-falls-apartment-2,Apartment,Dormigo Falls Apartment 2,"8547 North Capital of Texas Highway 1093, Austin, TX 78759, USA",-1.0,-1,,30.38642,-97.762002
us/creekside-country-cabin,Holiday home,Creekside Country Cabin,"154 Woodcreek Drive #3, Wimberley, TX 78676, USA",9.3,21,17 July 2019,30.02023343,-98.11830679
us/valencia-riverwalk,Hotel,Hotel Valencia Riverwalk,"150 East Houston Street, San Antonio, TX 78205, USA",9.1,450,29 July 2019,29.42638621,-98.49172488
us/holiday-inn-houston-westchase,Hotel,Holiday Inn Hotel Houston Westchase,"10609 Westpark Drive, Westchase, Houston, TX 77042, USA",8.1,135,29 July 2019,29.72093946,-95.5594629
us/coastal-cottage-1-across-street-from-beach-galveston,Apartment,"Coastal Cottage 1, Across Street from Beach","1102 8th Street, Galveston, 77550, USA",-1.0,-1,,29.303431,-94.774246
us/el-constante-232,Apartment,El Constante 232,"14802 Windward #232, Corpus Christi, 78418, USA",-1.0,-1,,27.609681,-97.206571
us/motel-6-west,Hotel,Motel 6 West Amarillo,"2032 Paramount Boulevard, Amarillo, TX 79109, USA",7.3,102,21 July 2019,35.191247,-101.87352
us/houston-marriott-at-the-texas-medical-center,Hotel,Houston Marriott at the Texas Medical Center/Museum District,"6580 Fannin Street, Houston, TX 77030, USA",8.7,154,29 July 2019,29.71015159,-95.40083438
us/houston-katy-mills-mall,Hotel,Homewood Suites by Hilton Houston/Katy Mills Mall,"25495 Katy Mills Parkway   , Katy, TX 77494, USA",9.3,186,28 July 2019,29.77410972,-95.81446299
us/luxury-1br-near-barton-creek-2536-by-wanderjaunt,Apartment,Luxury 1BR near Barton Creek #2536 by WanderJaunt,"Austin, 78746, USA",-1.0,-1,13 June 2019,30.2602,-97.8106
us/candlewood-victoria,Hotel,Candlewood Victoria,"7103 North Navarro Street, Victoria, TX 77904, USA",8.9,26,23 July 2019,28.86261645,-96.99795435
us/best-western-alvin-inn,Motel,Motel 6 Alvin,"1470 South Bypass 35, Alvin, 77511, USA",7.7,58,3 June 2019,29.408734,-95.230431
us/hampton-inn-suites-corpus-christi-tx,Hotel,"Hampton Inn & Suites Corpus Christi, TX","5879 South Padre Island Drive, Corpus Christi, TX 78412, USA",9.0,234,27 July 2019,27.70319688,-97.36582478
us/la-quinta-inn-and-suites-fort-worth-southwest,Hotel,La Quinta by Wyndham Fort Worth City View,"4900 Bryant Irvin Road, Fort Worth, TX 76132, USA",8.8,208,27 July 2019,32.67835953,-97.41631866
us/summit-inn-houston-86427,Hotel,Econo Lodge,"3138 Old Spanish Trail , Houston, TX 77054, USA",7.3,91,30 July 2019,29.70033061,-95.37752599
us/scottish-inn-westcott-street,Motel,Scottish Inns Westcott Street,"6677 Westcott Street, Houston, TX 77007, USA",7.4,34,26 July 2019,29.77606621,-95.42850003
us/springhill-suites-by-marriott-houston-i-45-north,Hotel,SpringHill Suites by Marriott Houston I-45 North,"15555 North Freeway, Houston, TX 77090, USA",8.7,52,29 June 2019,29.98965767,-95.42460814
us/the-dawn-on-galveston-beach,Aparthotel,The Dawn on Galveston Beach,"7000 Seawall Boulevard 911, Galveston, TX 77551, USA",-1.0,-1,,29.262161,-94.83562
us/casa-del-mar-155-sweet-memories-condo,Apartment,Casa Del Mar 155-Sweet Memories Condo,"Galveston, 77551, USA",-1.0,-1,,29.266918,-94.827446
us/village-by-the-beach-b918,Villa,Village by the Beach B918,"14918 Village Beach Drive, Corpus Christi, 78418, USA",-1.0,-1,,27.609049,-97.209729
us/relax-unwind-in-spacious-1br-w-parking,Apartment,Relax & Unwind in Spacious 1BR w/ Parking,"Dallas, 75219, USA",-1.0,-1,,32.8068,-96.8156
us/fairfield-inn-and-suites-by-marriott-dallas-mansfield,Hotel,Fairfield Inn and Suites by Marriott Dallas Mansfield,"1480 US Highway 287 North, Mansfield, TX  76063, USA",9.0,154,29 July 2019,32.58644381,-97.1368432
us/three-sisters-full-property,Holiday home,Three Sisters: Full Property,"Galveston, 77550, USA",-1.0,-1,29 May 2018,29.292491,-94.790824
us/knox-park-511,Apartment,Knox Park 511,"Dallas, TX 75205, USA",9.9,6,15 July 2019,32.8239007,-96.7865394
us/candlewood-suites-league-city,Hotel,Candlewood Suites League City,"2350 Gulf Freeway South, League City, TX 77573, USA",8.5,154,26 July 2019,29.4777211,-95.09742558
us/fort-worth-alliance-town-center,Hotel,Courtyard by Marriott Fort Worth Alliance Town Center,"3001 Amador Drive, Melody Hills, 76177, USA",8.9,102,29 July 2019,32.918678,-97.310744
us/hyatt-place-corpus-christi,Hotel,Hyatt Place Corpus Christi,"6773 South Padre Island Drive, Corpus Christi, TX 78412, USA",8.8,399,30 July 2019,27.69642568,-97.34933652
us/hotel-sam-houston-parkway-east-houston,Hotel,Comfort Suites Houston IAH Airport - Beltway 8,"1350 North Sam Houston Parkway Ea, Houston, TX 77032, USA",8.5,684,20 July 2019,29.93785605,-95.36452204
us/luxury-1br-with-sun-deck-2133-by-wanderjaunt,Apartment,Luxury 1BR with Sun Deck #2133 by WanderJaunt,"Austin, 78703, USA",-1.0,-1,,30.2733,-97.7603
us/21606-termini-san-luis-pass-rd-home-home,Holiday home,21606 Termini San Luis Pass Rd Home,"Galveston, 77554, USA",-1.0,-1,,29.141647,-95.040411
us/home2-suites-by-hilton-houston-pearland-tx,Hotel,"Home2 Suites By Hilton Houston-Pearland, Tx","13923 South Freeway, Pearland, TX 77047, USA",-1.0,-1,,29.59452491,-95.38500571
us/super-8-motel-katy-22157-katy-frwy-103296,Hotel,Super 8 by Wyndham Houston West Katy,"22157 Katy Freeway, Katy, TX 77450, USA",6.9,39,20 April 2019,29.78442019,-95.75689293
us/woodspring-suites-austin-north-i-35,Hotel,WoodSpring Suites Austin North I-35,"11105 North IH 35 Service Road, Austin, TX 78753, USA",6.6,223,30 July 2019,30.374944,-97.676914
us/red-roof-inn-corpus-christi,Hotel,Red Roof Inn Corpus Christi South,"6805 South Padre Island Drive, Corpus Christi, TX 78412, USA",7.7,792,30 July 2019,27.69624281,-97.34854996
us/holiday-inn-garland,Hotel,Holiday Inn Garland,"5110 North George Bush Freeway, Garland, TX 75040, USA",7.9,109,17 July 2019,32.96495073,-96.63784638
us/1818-lansdowne-dr-richmond-sugarland-rosenburg-katy-west-houston,Holiday home,"1818 Lansdowne dr · Richmond, Sugarland, Rosenburg, Katy West Houston","1818 Lansdowne Drive, Richmond, TX 77406, USA",-1.0,-1,,29.61669385,-95.73511785
us/comal-hideaway,Apartment,Comal Hideaway,"New Braunfels, 78130, USA",-1.0,-1,15 March 2018,29.705436,-98.119701
us/redawning-beach-blast,Holiday home,Beach Blast,"Galveston, TX 77554, USA",-1.0,-1,,29.109671,-95.090471
us/surf-motel-and-apartments,Motel,Surf Motel and Apartments,"928 Avenue M, Galveston, TX 77550, USA",6.0,206,29 July 2019,29.30146964,-94.77612143
us/mountain-view-lodge-wimberley,Lodge,Mountain View Lodge,"10600 Ranch Road 12, Wimberley, TX 78676, USA",8.9,204,30 July 2019,29.955131,-98.094346
us/village-by-the-beach-b917k,Villa,Village by the Beach B917K,"14917 Village Beach Drive, Corpus Christi, 78418, USA",-1.0,-1,,27.609049,-97.209729
us/seascape-2205,Holiday home,Seascape 2205,"10811 Termini San Luis Pass Rd, Galveston, 77550, USA",-1.0,-1,,29.24222,-94.8715578
us/sea-dragon-inn-1121-condo,Apartment,Sea Dragon Inn # 1121 Condo,"Galveston, 77554, USA",-1.0,-1,,29.24222,-94.871558
us/radisson-north-fort-worth-fossil-creek,Hotel,Radisson Hotel North Fort Worth Fossil Creek,"2540 Meacham Boulevard, Fossil Creek, Fort Worth, TX 76106, USA",8.1,87,28 July 2019,32.82407947,-97.31458917
us/seascape-2118-condo,Apartment,Seascape 2118 Condo,"Galveston, 77554, USA",-1.0,-1,,29.24222,-94.871558
us/the-ruby,Hotel,The Ruby Hotel,"400 Fannin Ave, Round Rock, TX 78664, USA",9.7,26,26 July 2019,30.513434,-97.677438
us/americas-best-value-inn-amp-suites-houston123,Hotel,Americas Best Value Inn & Suites,"7003 North Loop East, Houston, TX 77028, USA",8.6,41,28 July 2019,29.808183,-95.30128
us/jw-marriott-austin,Hotel,JW Marriott Austin,"110 East 2nd Street, Austin, TX 78701, USA",9.1,223,29 July 2019,30.26429158,-97.74372697
us/1512-walk-to-nrg-2-47-2-apt-sleeps-10,Apartment,"(1512) Walk to NRG, 2/2 Apt. Sleeps 10.","8181 Fannin Street, Houston, TX 77054, USA",8.8,12,29 October 2018,29.6875,-95.402914
us/cozy-1br-in-south-congress-467-by-wanderjaunt,Apartment,Cozy 1BR in South Congress #467 by WanderJaunt,"Austin, 78704, USA",-1.0,-1,,30.2268,-97.7615
us/hotel-laureate-dr-san-antonio,Hotel,Rodeway Inn & Suites Fiesta Park,"10950 Laureate Drive, San Antonio, TX 78249, USA",6.3,298,30 July 2019,29.54580751,-98.58524412
us/motel-6-dallas-iriving,Hotel,Motel 6 Dallas - Irving,"510 South Loop 12, Irving, TX 75060, USA",7.1,131,24 July 2019,32.80872053,-96.92076445
us/days-inn-and-suites-round-rock,Hotel,Quality Inn & Suites Round Rock,"1802 S IH 35, Round Rock, 78681, USA",8.2,179,22 July 2019,30.494089,-97.678857
us/fairfield-inn-new-braunfels,Hotel,Fairfield Inn & Suites by Marriott New Braunfels,"1465 IH-35-North, New Braunfels, TX 78130, USA",8.9,115,24 July 2019,29.70521035,-98.09166133
us/beach-view-condo-with-2-pools,Holiday home,Beach View Condo with 2 Pools,"Seawall Boulevard 6300, Galveston, 77551, USA",-1.0,-1,25 July 2019,29.2656167,-94.8296253
us/hyatt-place-dallas-47-plano,Hotel,Hyatt Place Dallas/Plano,"3100 Dallas Parkway, Plano, TX 75093, USA",9.0,247,27 July 2019,33.04180464,-96.82903738
us/5250-apartments-1612-apartment,Apartment,5250 Apartments 1612 Apartment,"5250 Brownway street, Houston, TX 77056, USA",-1.0,-1,,29.74107,-95.468468
us/dallas-fort-worth-marriott-golf-club-at-champions-circle,Hotel,Dallas/Fort Worth Marriott Hotel & Golf Club at Champions Circle,"3300 Championship Parkway, Roanoke, TX 76177, USA",8.5,97,27 July 2019,33.01939185,-97.28879571
us/cottage-by-the-sea-home-galveston,Holiday home,Cottage by the Sea Home,"Galveston, 77554, USA",-1.0,-1,,29.129235,-95.059133
us/brownsville-7051-south-padra-island-highway,Hotel,Quality Inn - Brownsville,"7051 South Padre Island Highway, Brownsville, TX 78526, USA",8.3,67,25 July 2019,25.94140336,-97.43204042
us/surfside-102,Apartment,Surfside 102,"15005 Windward #102, Corpus Christi, 78418, USA",-1.0,-1,,27.60664,-97.20923
us/tinis-treehouse,Holiday home,Tini's Treehouse,"Galveston, 77554, USA",-1.0,-1,,29.100033,-95.099902
us/embassy-suites-dallas-frisco-convention-center-spa,Hotel,"Embassy Suites Dallas -Frisco/Hotel, Convention Center & Spa","7600 John Q. Hammons Drive, Frisco, TX 75034, USA",8.6,126,30 July 2019,33.09956352,-96.81824304
us/springhill-suites-by-marriott-fort-worth-historic-stockyards,Hotel,SpringHill Suites by Marriott Fort Worth Historic Stockyards,"2315 North Main Street, Stockyards, Fort Worth, 76164, USA",-1.0,-1,,32.786339,-97.349433
us/hotel-windward-drive-corpus-christi,Hotel,Holiday Inn Express & Suites Corpus Christi-N Padre Island,"15209 Windward Drive, Corpus Christi, 78418, USA",8.3,82,29 July 2019,27.605175,-97.20984
us/hotel-lakepointe-drive-lewisville,Hotel,Suburban Extended Stay DFW Airport North,"1920 Lakepointe Drive, Lewisville, TX 75057, USA",6.3,47,2 July 2019,33.01566094,-96.97789222
us/hampton-inn-houston-northwest,Hotel,Hampton Inn Houston Northwest,"20035 Northwest Freeway, Houston, TX 77065, USA",8.3,19,10 June 2019,29.9175334,-95.61720818
us/hotel-tomball-pkwy-houston,Hotel,Extended Stay America - Houston - Willowbrook - HWY 249,"16939 Tomball Pkwy, Houston, TX 77064, USA",8.1,200,22 July 2019,29.95126409,-95.53759351
us/days-inn-houston-52969-11002-northwest-freeway,Hotel,Days Inn by Wyndham Houston,"11002 Northwest Freeway, Houston, TX 77092, USA",7.3,493,29 July 2019,29.81745682,-95.46589673
us/victorian-9306-condo,Apartment,Victorian 9306 Condo,"Galveston, 77551, USA",-1.0,-1,6 November 2017,29.265617,-94.829625
us/inn-at-stonebriar,Hotel,Comfort Inn & Suites Frisco,"4220 Preston Road, Frisco, TX 75034, USA",8.6,179,27 July 2019,33.1140763,-96.8051687
us/lake-view-on-the-island,Holiday home,Lake View on The Island,"Lago Vista, 78645, USA",-1.0,-1,,30.441178,-98.020184
us/the-seven-2206,Apartment,Downtown Austin 2206,"Austin, TX 78701, USA",10.0,-1,18 January 2019,30.2705065,-97.7489071
us/stunning-bright-airy-space-w-amazing-views,Apartment,Stunning Bright & Airy Space w/ Amazing Views!,"500 South Ervay Street, Dallas, 75201, USA",-1.0,-1,,32.777336,-96.795479
us/intown-suites-extended-stay-dallas-tx-preston-rd,Hotel,InTown Suites Extended Stay Dallas TX – Preston Rd,"19059 Preston Road, Dallas, TX 75252, USA",-1.0,-1,,33.008055,-96.796629
us/east-austin-estate-austin,Holiday home,East Austin Estate,"5700 Blue Bluff Road, Austin, TX 78724, USA",-1.0,-1,,30.273547,-97.615736
us/hampton-inn-temple,Hotel,"Country Inn & Suites by Radisson, Temple, TX","1414 Southwest H.K. Dodgen Loop, Temple, TX 76504, USA",8.0,290,28 July 2019,31.07514676,-97.37009011
us/guild-east-6th-the-arnold,Aparthotel,Guild East 6th @ The Arnold,"1621 East 6th Street, Austin, TX 78702, USA",9.1,139,22 July 2019,30.26269057,-97.72588225
us/remarkable-views-along-the-comal-river-comal-river-357,Holiday home,Remarkable views along the Comal River! - Comal River 357,"357 S. Gilbert Street , New Braunfels, 78130, USA",-1.0,-1,,29.705596,-98.119707
us/sea-renity-galveston,Holiday home,SEA-Renity,"Galveston, 77550, USA",7.8,11,29 July 2019,29.287628,-94.79426
us/towneplace-suites-by-marriott-san-antonio-northwest,Hotel,TownePlace Suites by Marriott San Antonio Northwest,"5014 Prue Road, San Antonio, TX 78240, USA",8.8,163,17 July 2019,29.54353473,-98.5823366
us/antique-inn,Apartment,Antique Inn,"1311 Exposition Boulevard Apt 5, Austin, TX 78703, USA",-1.0,-1,,30.28886258,-97.77262074
us/super-8-san-angelo,Motel,Super 8 by Wyndham San Angelo,"410 West Avenue L, San Angelo, TX 76903, USA",5.2,304,25 July 2019,31.44516236,-100.44041008
us/hotel-river-run-fort-worth,Hotel,Extended Stay America - Fort Worth - Medical Center,"1601 River Run, Fort Worth, TX 76107, USA",8.0,118,28 July 2019,32.72836838,-97.36005664
us/intercontinental-dallas,Hotel,Renaissance Dallas Addison,"15201 Dallas Parkway, Addison, 75001, USA",8.0,55,18 July 2019,32.956703,-96.822392
us/sea-breeze-cottage-galveston,Holiday home,Sea Breeze Cottage,"Galveston, 77554, USA",9.1,-1,20 June 2019,29.236229,-94.882345
us/bear-creek-inn-houston,Motel,Bear Creek Inn,"4204 Highway 6 North, Energy Corridor, Houston, TX 77084, USA",6.7,66,25 July 2019,29.8337849,-95.64547867
us/misty-mountain-canyon-lake,Holiday home,Misty Mountain,"Fourth Crossing, 78133, USA",-1.0,-1,,29.868422,-98.186381
us/executive-inn-and-suites-longview,Motel,Executive Inn and Suites Longview,"1905 East Marshall Avenue, Longview, TX 75601, USA",8.3,16,23 July 2019,32.50430811,-94.71176282
us/airway-inn-houston,Motel,Airway Inn,"2221 Greens Road, Houston, TX 77032, USA",7.3,1216,22 July 2019,29.95123562,-95.35736806
us/americas-best-value-inn-iah-north,Motel,Amerihome Inn & Suites Houston Airport North,"16410 North Freeway, Houston, TX 77090, USA",4.5,13,13 June 2019,30.00589075,-95.42604849
us/hampton-inn-suites-dallas,Hotel,Hampton Inn & Suites Dallas/Cockrell Hill I-30,"1718 North Cockrell Hill Road, Dallas, TX 75211, USA",7.7,142,28 July 2019,32.76864261,-96.89600229
us/holiday-inn-express-el-paso-sunland-park-area,Hotel,Holiday Inn Express - El Paso - Sunland Park Area,"1091 Doniphan Park Circle, El Paso, 79922, USA",-1.0,-1,,31.8159774,-106.5565458
us/microtel-inn-amp-suites-by-wyndham-midland,Hotel,Microtel Inn & Suites by Wyndham,"200 West Longview Avenue, Midland, TX 79701, USA",7.5,85,28 July 2019,31.97577495,-102.07160152
us/tube-alicious-ss-2b-condo,Apartment,Tube-Alicious! Ss 2B Condo,"New Braunfels, 78130, USA",-1.0,-1,,29.69877,-98.10981
us/nottingham-grand-prairie,Homestay,Nottingham,"2346 King Richard Drive, Grand Prairie, TX 75050, USA",-1.0,-1,,32.779389,-97.038712
us/el-constante-127,Apartment,El Constante 127,"14802 Windward #127, Corpus Christi, 78418, USA",-1.0,-1,,27.610137,-97.207173
us/east-lubbock-interstate-27,Hotel,"Country Inn & Suites by Radisson, Lubbock, TX","5806 Interstate 27, Lubbock, TX 79404, USA",8.0,326,30 July 2019,33.54107945,-101.84697792
us/hilton-garden-inn-killeen-tx,Hotel,Hilton Garden Inn Killeen,"2704 O.W. Curry Drive, Killeen, TX 76542 , USA",7.5,14,20 April 2019,31.08650502,-97.71479622
us/hyatt-regency-hill-country-resort-spa,Hotel,Hyatt Regency Hill Country Resort & Spa,"9800 Hyatt Resort Drive, San Antonio, TX 78251, USA",8.9,226,23 July 2019,29.46140755,-98.682096
us/foodie-paradise-west-village-1br-loft-balcony,Apartment,Foodie Paradise @ West Village 1BR Loft + Balcony,"Uptown Dallas, Dallas, 75204, USA",-1.0,-1,,32.8096,-96.7963
us/14521-pocohantas-trail-home-home,Holiday home,14521 Pocohantas Trail Home,"Volente, 78641, USA",-1.0,-1,,30.429845,-97.889487
us/hotel-e-lamar-blvd-arlington,Hotel,Extended Stay America - Arlington - Six Flags,"2420 E Lamar Blvd, Arlington, TX 76006, USA",6.3,274,29 July 2019,32.76074846,-97.06770122
us/casa-europa-a-18-ccea18-corpus-christi,Apartment,Casa Europa A-18 CCEA18,"14801 Compass A-18, Corpus Christi, 78418, USA",-1.0,-1,,27.615045,-97.223046
us/plaza-suites-euless,Hotel,Best Western Plus DFW Airport West Euless,"421 Airport Freeway , Euless, TX 76040, USA",8.9,280,29 July 2019,32.83619235,-97.08912939
us/motel-6-downtown-north-houston,Hotel,"Motel 6 Houston, TX - Downtown North","4965 Airline Drive, Houston, TX 77022, USA",-1.0,-1,18 June 2019,29.83850282,-95.38463163
us/hotel-city-lake-blvd-w-fort-worth,Hotel,Extended Stay America - Fort Worth - Southwest,"4701 City Lake Blvd. W, Fort Worth, TX 76132, USA",7.6,76,30 June 2019,32.68032728,-97.41191581
us/riverview-heaven-rg-20304-condo,Apartment,Riverview Heaven Rg 20304 Condo,"New Braunfels, 78132, USA",-1.0,-1,,29.844571,-98.165792
us/amarillo-2102-south-coulter-street,Motel,Days Inn by Wyndham Amarillo - Medical Center,"2102 South Coulter Drive, Amarillo, TX 79106, USA",7.8,353,30 July 2019,35.18949386,-101.92053884
us/hilton-garden-inn-houston-cypress-station,Hotel,Hilton Garden Inn Houston Cypress Station,"160 Wagon Point Point Drive, Houston, Texas, 77090, USA, Westfield, 77090, USA",9.0,28,7 March 2019,30.023134,-95.432651
us/prime-location-townhouse-304-townhouse,Holiday home,Prime Location Townhouse #304 Townhouse,"Corpus Christi, 78414, USA",-1.0,-1,,27.597955,-97.229818
us/hilton-houston-plaza-medical-center,Hotel,Hilton Houston Plaza/Medical Center,"6633 Travis Street, Houston, TX 77030-1308, USA",8.3,202,28 July 2019,29.71001414,-95.40341198
us/hampton-inn-suites-port-arthur,Hotel,Hampton Inn & Suites Port Arthur,"7660 Memorial Boulevard, Port Arthur, TX 77642, USA",8.5,37,2 July 2019,29.93965596,-93.98319304
us/cottage-by-the-pier-sand-dollar,Holiday home,Cottage By the Pier - Sand Dollar,"Galveston, 77550, USA",10.0,-1,10 June 2019,29.288722,-94.794618
us/thirty-four-fifteen-premier-drive-dallas-plano-north,Hotel,Fairfield Inn & Suites by Marriott Dallas Plano North,"3415 Premier Drive, Plano, 75023, USA",9.2,91,28 July 2019,33.042119,-96.706596
us/house-on-the-bay-bacliff1,Holiday home,House on the Bay,"112 Mary Lane, Bacliff, TX 77518, USA",-1.0,-1,,29.5075937,-94.9681891
